,np,bacteria,bac_type,np_synthesis,method,shape,reference,kingdom,phylum,class,order,family,genus,gram,isolated_from,source,concentration,mol_weight (g/mol),np_size_avg (nm),time_set,"min_Incub_period, h","growth_temp, C",Valance_electron,labuteASA,tpsa,CrippenMR,chi0v
109,Au,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.896452511,196.966569,8.7,18,48,37,11,23.00188061,0,0,2.46797672
110,Au,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.896452511,196.966569,10.4,18,48,37,11,23.00188061,0,0,2.46797672
114,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,0.692332529,196.966569,0.8,18,24,37,11,23.00188061,0,0,2.46797672
115,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,0.692332529,196.966569,1.4,18,24,37,11,23.00188061,0,0,2.46797672
116,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.896452511,196.966569,5.1,18,24,37,11,23.00188061,0,0,2.46797672
117,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.896452511,196.966569,8.7,18,24,37,11,23.00188061,0,0,2.46797672
118,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.896452511,196.966569,10.4,18,24,37,11,23.00188061,0,0,2.46797672
120,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,0.692332529,196.966569,0.8,18,24,37,11,23.00188061,0,0,2.46797672
121,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,0.692332529,196.966569,1.4,18,24,37,11,23.00188061,0,0,2.46797672
148,CeO2,Bacillus cereus,pathogenic,chemical_synthesis,MIC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,food,0,3.633468456,172.115,10,24,4,30,16,39.19032095,34.14,1.373,4.456551526
149,CeO2,Bacillus cereus,pathogenic,chemical_synthesis,MBC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,food,0,3.633468456,172.115,10,24,4,30,16,39.19032095,34.14,1.373,4.456551526
150,CeO2,Escherichia coli,pathogenic,chemical_synthesis,MIC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.33243846,172.115,10,24,48,37,16,39.19032095,34.14,1.373,4.456551526
151,CeO2,Escherichia coli,pathogenic,chemical_synthesis,MBC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.33243846,172.115,10,24,48,37,16,39.19032095,34.14,1.373,4.456551526
152,CeO2,Listeria monocytogenes,pathogenic,chemical_synthesis,MIC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,p,food,0,3.029383778,172.115,10,24,24,37,16,39.19032095,34.14,1.373,4.456551526
153,CeO2,Listeria monocytogenes,pathogenic,chemical_synthesis,MBC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,p,food,0,3.029383778,172.115,10,24,24,37,16,39.19032095,34.14,1.373,4.456551526
154,CeO2,Salmonella typhimurium,pathogenic,chemical_synthesis,MIC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,meat,0,3.029383778,172.115,10,24,6,37,16,39.19032095,34.14,1.373,4.456551526
155,CeO2,Salmonella typhimurium,pathogenic,chemical_synthesis,MBC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,meat,0,3.029383778,172.115,10,24,6,37,16,39.19032095,34.14,1.373,4.456551526
156,CeO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,4,172.115,10,24,24,37,16,39.19032095,34.14,1.373,4.456551526
157,CeO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,cubic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,4,172.115,10,24,24,37,16,39.19032095,34.14,1.373,4.456551526
158,Cu,Bacillus subtilis,non-pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,1.301029996,63.55,9,24,0.16,30,11,17.96409803,0,0,1.243163121
159,Cu,Bacillus subtilis,non-pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,1.602059991,63.55,9,24,0.16,30,11,17.96409803,0,0,1.243163121
160,Cu,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.146128036,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
161,Cu,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.342422681,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
162,Cu,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.301029996,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
163,Cu,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.447158031,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
164,Cu,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.204119983,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
165,Cu,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.414973348,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
166,Cu,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.342422681,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
167,Cu,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.477121255,63.55,9,24,48,37,11,17.96409803,0,0,1.243163121
168,Cu,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.146128036,63.55,9,24,24,37,11,17.96409803,0,0,1.243163121
171,Cu,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.204119983,63.55,9,24,24,37,11,17.96409803,0,0,1.243163121
174,CuO,Bacillus subtilis,non-pathogenic,green_synthesis,MIC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,2.592176757,79.5454,12,18,0.16,30,17,20.67942236,17.07,0.6865,1.651411411
177,CuO,Bacillus subtilis,non-pathogenic,green_synthesis,MBC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,3.795880017,79.5454,12,18,0.16,30,17,20.67942236,17.07,0.6865,1.651411411
178,CuO,Bacillus subtilis,non-pathogenic,green_synthesis,MBC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,4.096910013,79.5454,12,18,0.16,30,17,20.67942236,17.07,0.6865,1.651411411
180,CuO,Escherichia coli,pathogenic,green_synthesis,MIC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.592176757,79.5454,12,18,48,37,17,20.67942236,17.07,0.6865,1.651411411
181,CuO,Escherichia coli,pathogenic,green_synthesis,MIC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.290034611,79.5454,12,18,48,37,17,20.67942236,17.07,0.6865,1.651411411
183,CuO,Escherichia coli,pathogenic,green_synthesis,MBC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.494850022,79.5454,12,18,48,37,17,20.67942236,17.07,0.6865,1.651411411
186,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MIC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.592176757,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
188,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MIC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.892651034,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
189,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MBC,spheroidal,https://doi.org/10.1016/j.jece.2021.105395,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,3.494850022,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
197,CuO,Bacillus subtilis,non-pathogenic,green_synthesis,MIC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,1.991226076,79.5454,12,18,0.16,30,17,20.67942236,17.07,0.6865,1.651411411
198,CuO,Bacillus subtilis,non-pathogenic,green_synthesis,MIC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,2.592176757,79.5454,12,18,0.16,30,17,20.67942236,17.07,0.6865,1.651411411
199,CuO,Bacillus subtilis,non-pathogenic,green_synthesis,MBC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,3.19368103,79.5454,12,18,0.16,30,17,20.67942236,17.07,0.6865,1.651411411
200,CuO,Escherichia coli,pathogenic,green_synthesis,MIC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.592176757,79.5454,12,18,48,37,17,20.67942236,17.07,0.6865,1.651411411
201,CuO,Escherichia coli,pathogenic,green_synthesis,MBC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.19368103,79.5454,12,18,48,37,17,20.67942236,17.07,0.6865,1.651411411
202,CuO,Escherichia coli,pathogenic,green_synthesis,MBC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.892651034,79.5454,12,18,48,37,17,20.67942236,17.07,0.6865,1.651411411
203,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MIC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.592176757,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
204,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MIC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.892651034,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
205,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MBC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,3.494850022,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
206,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MBC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,3.19368103,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
207,CuO,Staphylococcus aureus,pathogenic,green_synthesis,MBC,spheroidal,https://www.tandfonline.com/doi/abs/10.1080/01932691.2020.1791719,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.892651034,79.5454,12,18,24,37,17,20.67942236,17.07,0.6865,1.651411411
213,Ni,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.602059991,58.6934,50,24,24,30,10,17.41523038,0,0,1.303840481
214,Ni,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.903089987,58.6934,50,24,24,30,10,17.41523038,0,0,1.303840481
216,Ni,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.903089987,58.6934,50,24,24,30,10,17.41523038,0,0,1.303840481
219,Pd,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,1.591064607,195.084,50,24,24,37,10,21.14774404,0,0,1.870828693
220,Pd,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,3.096910013,195.084,50,24,24,37,10,21.14774404,0,0,1.870828693
221,Pd,Candida albicans,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,mouth,0,2.494154594,195.084,50,24,48,37,10,21.14774404,0,0,1.870828693
222,Pd,Candida albicans,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,mouth,0,2.494154594,195.084,50,24,48,37,10,21.14774404,0,0,1.870828693
223,Pd,Enterococcus faecalis,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,urine,0,1.892094603,195.084,50,24,24,37,10,21.14774404,0,0,1.870828693
224,Pd,Enterococcus faecalis,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,urine,0,3.096910013,195.084,50,24,24,37,10,21.14774404,0,0,1.870828693
225,Pd,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.591064607,195.084,50,24,48,37,10,21.14774404,0,0,1.870828693
226,Pd,Escherichia coli,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.892094603,195.084,50,24,48,37,10,21.14774404,0,0,1.870828693
227,Pd,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.591064607,195.084,50,24,24,37,10,21.14774404,0,0,1.870828693
228,Pd,Staphylococcus aureus,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.795880017,195.084,50,24,24,37,10,21.14774404,0,0,1.870828693
229,Pt,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,-1.22184875,195.084,4,18,24,37,10,21.75656585,0,0,2.588435821
230,Pt,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,-0.698970004,195.084,4,18,24,37,10,21.75656585,0,0,2.588435821
231,TiO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.605089462,79.866,100,18,24,37,16,26.40611331,34.14,1.373,2.878049394
232,TiO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.304059466,79.866,100,18,24,37,16,26.40611331,34.14,1.373,2.878049394
233,TiO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.906173364,79.866,100,18,24,37,16,26.40611331,34.14,1.373,2.878049394
234,TiO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.968482949,79.866,100,18,24,37,16,26.40611331,34.14,1.373,2.878049394
235,TiO2,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,3.698970004,79.866,28,24,24,37,16,26.40611331,34.14,1.373,2.878049394
236,TiO2,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,3.096910013,79.866,28,24,24,37,16,26.40611331,34.14,1.373,2.878049394
237,TiO2,Candida albicans,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,mouth,0,3.096910013,79.866,28,24,48,37,16,26.40611331,34.14,1.373,2.878049394
